Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       4/6           tparadroid::init(tfloor*, tentity**, float, float) [215]
                0.00    0.00       4/6           tship::set_ship_noise() [216]
                0.00    0.00       4/4           tship::transport_set() [220]
                0.00    0.00       3/3           tship::transport_change_up() [231]
                0.00    0.00       2/2           tship::transport_change_dn() [244]
-----------------------------------------------
                0.00    0.00     147/440         intro_draw() [2]
                0.00    0.00     293/440         credit_7_fg() [27]
[26]     1.5    0.00    0.00     440         main_logo_fg() [26]
                0.00    0.00    1320/2346        print_str_hazey [20]
                0.00    0.00     440/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00     293/293         intro_draw() [2]
[27]     1.3    0.00    0.00     293         credit_7_fg() [27]
                0.00    0.00     293/440         main_logo_fg() [26]
                0.00    0.00     293/2346        print_str_hazey [20]
-----------------------------------------------
                0.00    0.00     173/173         tship::level_check_event() [25]
[28]     1.3    0.00    0.00     173         tparadroid::action(tkevent*) [28]
                0.00    0.00      84/90          tdroid::create_laser(int, int) [31]
                0.00    0.00      10/21          sound_cmd_primary [46]
                0.00    0.00       4/4           tparadroid::capture_droid(int, int) [218]
-----------------------------------------------
                0.00    0.00     427/39707       tdroid_719::bg_calc() [60]
                0.00    0.00    2578/39707       tparadroid::bg_calc() [47]
                0.00    0.00   10861/39707       tdroid_513::bg_calc() [39]
                0.00    0.00   25841/39707       tship::level_bg_calc() [24]
[29]     1.2    0.00    0.00   39707         tdroid::bg_calc_laser() [29]
                0.00    0.00    1323/1323        tlaser::bg_calc() [30]
                0.00    0.00     121/121         tlaser3::init(tfloor*, tentity**, float, float, int, int, tentity*) [182]
                0.00    0.00      81/81          tlaser1::~tlaser1() [188]
                0.00    0.00       7/7           tlaser2::~tlaser2() [213]
                0.00    0.00       1/1           tlaser0::~tlaser0() [262]
-----------------------------------------------
                0.00    0.00    1323/1323        tdroid::bg_calc_laser() [29]
[30]     1.2    0.00    0.00    1323         tlaser::bg_calc() [30]
                0.00    0.00    1018/1018        tlaser::colision_detect() [33]
                0.00    0.00      26/222         sound_cmd [19]
                0.00    0.00      26/217         tentity::do_sound(int, float, float) [175]
-----------------------------------------------
                0.00    0.00       1/90          tdroid_513::attack() [61]
                0.00    0.00       5/90          tdroid_606::attack() [53]
                0.00    0.00      84/90          tparadroid::action(tkevent*) [28]
[31]     1.2    0.00    0.00      90         tdroid::create_laser(int, int) [31]
                0.00    0.00      90/222         sound_cmd [19]
                0.00    0.00      90/217         tentity::do_sound(int, float, float) [175]
                0.00    0.00      82/82          tlaser1::init(tfloor*, tentity**, float, float, int, int, tentity*) [186]
                0.00    0.00      82/82          tlaser1::tlaser1() [187]
                0.00    0.00       7/7           tlaser2::init(tfloor*, tentity**, float, float, int, int, tentity*) [211]
                0.00    0.00       7/7           tlaser2::tlaser2() [212]
                0.00    0.00       1/1           tlaser0::init(tfloor*, tentity**, float, float, int, int, tentity*) [260]
                0.00    0.00       1/1           tlaser0::tlaser0() [261]
-----------------------------------------------
                0.00    0.00    5023/22621       tparadroid::draw() [16]
                0.00    0.00   17598/22621       tship::play_draw() [6]
[32]     1.1    0.00    0.00   22621         tdroid::draw_droid(int, int) [32]
                0.00    0.00   90484/595715      blit_bm [15]
                0.00    0.00     134/134         tdroid::draw_droid_ls(int, int) [181]
-----------------------------------------------
                0.00    0.00    1018/1018        tlaser::bg_calc() [30]
[33]     0.9    0.00    0.00    1018         tlaser::colision_detect() [33]
                0.00    0.00     992/992         tlaser::colision_droids() [34]
                0.00    0.00    1018/24684       tentity::colision_floor() [161]
                0.00    0.00     992/992         tlaser::colision_doors() [172]
-----------------------------------------------
                0.00    0.00     992/992         tlaser::colision_detect() [33]
[34]     0.9    0.00    0.00     992         tlaser::colision_droids() [34]
                0.00    0.00      63/64          tdroid::hit(tlaser*) [35]
                0.00    0.00       1/1           tparadroid::hit(tlaser*) [63]
-----------------------------------------------
                0.00    0.00       1/64          tparadroid::hit(tlaser*) [63]
                0.00    0.00      63/64          tlaser::colision_droids() [34]
[35]     0.9    0.00    0.00      64         tdroid::hit(tlaser*) [35]
                0.00    0.00      64/222         sound_cmd [19]
                0.00    0.00      64/96          console_message_add [80]
                0.00    0.00      64/217         tentity::do_sound(int, float, float) [175]
                0.00    0.00      10/16          tdroid::display_nd() [201]
                0.00    0.00       1/1           tship::setup_flash_screen(float, float, float, float) [259]
-----------------------------------------------
                0.00    0.00     321/321         intro_draw() [2]
[36]     0.8    0.00    0.00     321         credit_8_fg() [36]
                0.00    0.00     321/3680        display_message [12]
                0.00    0.00     321/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00     321/321         intro_draw() [2]
[37]     0.8    0.00    0.00     321         contacts_1_fg() [37]
                0.00    0.00     321/3680        display_message [12]
                0.00    0.00     321/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00     133/133         tship::level_run() [5]
[38]     0.7    0.00    0.00     133         tship::diagram_draw() [38]
                0.00    0.00     266/3680        display_message [12]
                0.00    0.00     133/5245        tship::print_score() [40]
                0.00    0.00     266/595715      blit_bm [15]
                0.00    0.00     266/296         blit_rect_hollow [73]
                0.00    0.00     133/5245        tship::draw_ntitle() [167]
                0.00    0.00     133/73935       blit_rect [66]
-----------------------------------------------
                0.00    0.00   10861/10861       tship::level_bg_calc() [24]
[39]     0.4    0.00    0.00   10861         tdroid_513::bg_calc() [39]
                0.00    0.00   10861/39707       tdroid::bg_calc_laser() [29]
                0.00    0.00   10861/39707       tdroid::bg_calc() [42]
                0.00    0.00   10861/36702       tdroid_108::bg_calc() [159]
-----------------------------------------------
                0.00    0.00     133/5245        tship::diagram_draw() [38]
                0.00    0.00    5112/5245        tship::print_info() [9]
[40]     0.4    0.00    0.00    5245         tship::print_score() [40]
                0.00    0.00   41960/3369413     blit_bm_font [7]
-----------------------------------------------
                0.00    0.00      68/68          draw_h [1]
[41]     0.3    0.00    0.00      68         game_cont_draw() [41]
                0.00    0.00     136/3680        display_message [12]
                0.00    0.00      68/14613       get_kb_event [67]
                0.00    0.00       1/1           fleet_select_init() [249]
-----------------------------------------------
                0.00    0.00     427/39707       tdroid_719::bg_calc() [60]
                0.00    0.00    2578/39707       tparadroid::bg_calc() [47]
                0.00    0.00   10861/39707       tdroid_513::bg_calc() [39]
                0.00    0.00   25841/39707       tship::level_bg_calc() [24]
[42]     0.3    0.00    0.00   39707         tdroid::bg_calc() [42]
                0.00    0.00   23666/23666       tentity::bg_calc() [44]
                0.00    0.00   23486/23486       tdroid::recharge() [163]
-----------------------------------------------
                0.00    0.00   23666/23666       tentity::bg_calc() [44]
[43]     0.3    0.00    0.00   23666         tentity::colision_detect() [43]
                0.00    0.00   23631/23631       tentity::colision_doors() [45]
                0.00    0.00   23666/24684       tentity::colision_floor() [161]
-----------------------------------------------
                0.00    0.00   23666/23666       tdroid::bg_calc() [42]
[44]     0.3    0.00    0.00   23666         tentity::bg_calc() [44]
                0.00    0.00   23666/23666       tentity::colision_detect() [43]
                0.00    0.00   23585/23585       tentity::colision_droids() [162]
-----------------------------------------------
                0.00    0.00   23631/23631       tentity::colision_detect() [43]
[45]     0.3    0.00    0.00   23631         tentity::colision_doors() [45]
                0.00    0.00      24/222         sound_cmd [19]
                0.00    0.00      46/46          tentity::open_door(tdoor*) [190]
                0.00    0.00      27/217         tentity::do_sound(int, float, float) [175]
                0.00    0.00      19/19          calc_norm_accel [88]
-----------------------------------------------
                0.00    0.00       5/21          tship::level_check_event() [25]
                0.00    0.00       6/21          game_run_calc() [22]
                0.00    0.00      10/21          tparadroid::action(tkevent*) [28]
[46]     0.3    0.00    0.00      21         sound_cmd_primary [46]
                0.00    0.00      22/261         put_snd_event [18]
-----------------------------------------------
                0.00    0.00    2578/2578        tship::level_bg_calc() [24]
[47]     0.2    0.00    0.00    2578         tparadroid::bg_calc() [47]
                0.00    0.00       8/222         sound_cmd [19]
                0.00    0.00    2578/39707       tdroid::bg_calc_laser() [29]
                0.00    0.00    2578/39707       tdroid::bg_calc() [42]
                0.00    0.00    2532/10411       tdroid::friction() [166]
                0.00    0.00    2532/2532        get_special_key_state [70]
                0.00    0.00       8/217         tentity::do_sound(int, float, float) [175]
                0.00    0.00       4/96          console_message_add [80]
-----------------------------------------------
                0.00    0.00      30/30          draw_h [1]
[48]     0.2    0.00    0.00      30         fleet_select_draw() [48]
                0.00    0.00      60/3680        display_message [12]
                0.00    0.00      60/57749       print_str_len [8]
                0.00    0.00       1/11          sound_cmd_simple [51]
                0.00    0.00      30/45871       print_str [13]
                0.00    0.00      31/14613       get_kb_event [67]
                0.00    0.00      30/30          blit_bm_scale [86]
                0.00    0.00      30/296         blit_rect_hollow [73]
                0.00    0.00       2/2           intro_start_reinit() [232]
                0.00    0.00       1/1           test_mouse_pos [123]
-----------------------------------------------
                0.00    0.00     147/147         intro_draw() [2]
[49]     0.2    0.00    0.00     147         credit_2_fg() [49]
                0.00    0.00     147/2346        print_str_hazey [20]
-----------------------------------------------
                0.00    0.00     146/146         intro_draw() [2]
[50]     0.2    0.00    0.00     146         credit_1_fg() [50]
                0.00    0.00     146/2346        print_str_hazey [20]
-----------------------------------------------
                0.00    0.00       1/11          draw_h [1]
                0.00    0.00       1/11          tship::level_bg_calc() [24]
                0.00    0.00       1/11          fleet_select_draw() [48]
                0.00    0.00       1/11          game_run_draw() [4]
                0.00    0.00       1/11          game_ship_start_init() [62]
                0.00    0.00       2/11          game_ship_start() [58]
                0.00    0.00       4/11          tship::level_check_event() [25]
[51]     0.2    0.00    0.00      11         sound_cmd_simple [51]
                0.00    0.00      11/261         put_snd_event [18]
-----------------------------------------------
                0.00    0.00     236/236         draw_h [1]
[52]     0.1    0.00    0.00     236         game_term_draw() [52]
                0.00    0.00      36/3680        display_message [12]
                0.00    0.00     236/236         display_final_score() [57]
                0.00    0.00     236/595715      blit_bm [15]
                0.00    0.00     236/14613       get_kb_event [67]
                0.00    0.00       1/5           lclose [93]
                0.00    0.00       1/1           save_scores [120]
                0.00    0.00       1/1           end_game [101]
-----------------------------------------------
                0.00    0.00    6071/6071        tship::level_bg_calc() [24]
[53]     0.1    0.00    0.00    6071         tdroid_606::attack() [53]
                0.00    0.00       5/90          tdroid::create_laser(int, int) [31]
                0.00    0.00       2/222         sound_cmd [19]
                0.00    0.00      96/96          tdroid_606::target_not_hidden(tentity*) [184]
                0.00    0.00       2/217         tentity::do_sound(int, float, float) [175]
-----------------------------------------------
                0.00    0.00       2/6           tship::get_ready_calc() [56]
                0.00    0.00       4/6           tship::level_check_event() [25]
[54]     0.1    0.00    0.00       6         sound_cmd_snoise [54]
                0.00    0.00       6/261         put_snd_event [18]
-----------------------------------------------
                0.00    0.00     321/321         tship::level_run() [5]
[55]     0.1    0.00    0.00     321         tship::get_ready_draw() [55]
                0.00    0.00     321/45871       print_str [13]
                0.00    0.00     642/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00     162/162         game_run_calc() [22]
[56]     0.1    0.00    0.00     162         tship::get_ready_calc() [56]
                0.00    0.00       2/222         sound_cmd [19]
                0.00    0.00       2/6           sound_cmd_snoise [54]
                0.00    0.00       2/6           tship::set_ship_noise() [216]
-----------------------------------------------
                0.00    0.00     236/236         game_term_draw() [52]
[57]     0.0    0.00    0.00     236         display_final_score() [57]
                0.00    0.00     236/45871       print_str [13]
-----------------------------------------------
                0.00    0.00       2/2           draw_h [1]
[58]     0.0    0.00    0.00       2         game_ship_start() [58]
                0.00    0.00       2/11          sound_cmd_simple [51]
                0.00    0.00       2/2           tship::tship() [247]
                0.00    0.00       2/2           tship::load(char const*) [245]
-----------------------------------------------
                0.00    0.00     349/2526        tdroid::draw(tfloor*, int, int) [64]
                0.00    0.00    2177/2526        tdroid::draw_laser(tfloor*, int, int) [17]
[59]     0.0    0.00    0.00    2526         tlaser::draw(tfloor*, int, int) [59]
                0.00    0.00    1917/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00     427/427         tship::level_bg_calc() [24]
[60]     0.0    0.00    0.00     427         tdroid_719::bg_calc() [60]
                0.00    0.00     427/39707       tdroid::bg_calc_laser() [29]
                0.00    0.00     427/39707       tdroid::bg_calc() [42]
                0.00    0.00     427/427         tdroid_719::move() [173]
-----------------------------------------------
                0.00    0.00    2578/2578        tship::level_bg_calc() [24]
[61]     0.0    0.00    0.00    2578         tdroid_513::attack() [61]
                0.00    0.00       1/90          tdroid::create_laser(int, int) [31]
-----------------------------------------------
                0.00    0.00       1/1           intro_draw() [2]
[62]     0.0    0.00    0.00       1         game_ship_start_init() [62]
                0.00    0.00       1/11          sound_cmd_simple [51]
-----------------------------------------------
                0.00    0.00       1/1           tlaser::colision_droids() [34]
[63]     0.0    0.00    0.00       1         tparadroid::hit(tlaser*) [63]
                0.00    0.00       1/64          tdroid::hit(tlaser*) [35]
-----------------------------------------------
                0.00    0.00   73625/73625       tship::play_draw() [6]
[64]     0.0    0.00    0.00   73625         tdroid::draw(tfloor*, int, int) [64]
                0.00    0.00     349/2526        tlaser::draw(tfloor*, int, int) [59]
                0.00    0.00      94/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00     321/321         intro_draw() [2]
[65]     0.0    0.00    0.00     321         contacts_4_fg() [65]
                0.00    0.00     321/595715      blit_bm [15]
-----------------------------------------------
                0.00    0.00      10/73935       tship::level_run() [5]
                0.00    0.00     133/73935       tship::diagram_draw() [38]
                0.00    0.00     536/73935       tdroid::draw_droid_ls(int, int) [181]
                0.00    0.00     588/73935       tship::play_draw() [6]
                0.00    0.00    7388/73935       tparadroid::draw() [16]
                0.00    0.00   65280/73935       game_noise_draw() [183]
[66]     0.0    0.00    0.00   73935         blit_rect [66]
-----------------------------------------------
                0.00    0.00      31/14613       fleet_select_draw() [48]
                0.00    0.00      68/14613       game_cont_draw() [41]
                0.00    0.00     236/14613       game_term_draw() [52]
                0.00    0.00    5742/14613       tship::level_check_event() [25]
                0.00    0.00    8536/14613       intro_draw() [2]
[67]     0.0    0.00    0.00   14613         get_kb_event [67]
-----------------------------------------------
                0.00    0.00    3571/3571        load_xpm [82]
[68]     0.0    0.00    0.00    3571         read_ln [68]
-----------------------------------------------
                0.00    0.00    2808/2808        game_run_calc() [22]
[69]     0.0    0.00    0.00    2808         shake_calc [69]
-----------------------------------------------
                0.00    0.00    2532/2532        tparadroid::bg_calc() [47]
[70]     0.0    0.00    0.00    2532         get_special_key_state [70]
-----------------------------------------------
                0.00    0.00       1/2031        load_preserved_session [114]
                0.00    0.00       7/2031        load_bm_ani [92]
                0.00    0.00      10/2031        tfloor::load_floor_map(char*) [205]
                0.00    0.00      10/2031        tship::create_floor(char*) [204]
                0.00    0.00      15/2031        tship::create_transport(char*, int, int, int, int, int) [202]
                0.00    0.00      32/2031        load_fx_sub [85]
                0.00    0.00      86/2031        load_xpm [82]
                0.00    0.00      96/2031        console_message_add [80]
                0.00    0.00     128/2031        load_font [113]
                0.00    0.00     194/2031        tdroid_108::append_cmd(int, int, int) [176]
                0.00    0.00     234/2031        convert_2_tex [75]
                0.00    0.00    1218/2031        load_png [91]
[71]     0.0    0.00    0.00    2031         alloc_mem [71]
-----------------------------------------------
                0.00    0.00     588/588         tparadroid::draw() [16]
[72]     0.0    0.00    0.00     588         blit_line [72]
-----------------------------------------------
                0.00    0.00      30/296         fleet_select_draw() [48]
                0.00    0.00     266/296         tship::diagram_draw() [38]
[73]     0.0    0.00    0.00     296         blit_rect_hollow [73]
-----------------------------------------------
                0.00    0.00       4/291         play_music [118]
                0.00    0.00     287/291         sound_process_fg [10]
[74]     0.0    0.00    0.00     291         read_ogg_file [74]
-----------------------------------------------
                0.00    0.00      11/234         load_bm_png [90]
                0.00    0.00      35/234         load_bm [84]
                0.00    0.00      60/234         load_bm_ani [92]
                0.00    0.00     128/234         load_font [113]
[75]     0.0    0.00    0.00     234         convert_2_tex [75]
                0.00    0.00     234/2031        alloc_mem [71]
-----------------------------------------------
                0.00    0.00      18/182         keyboard_h [139]
                0.00    0.00      75/182         special_h [152]
                0.00    0.00      89/182         mouse_h [143]
[76]     0.0    0.00    0.00     182         put_kb_event [76]
-----------------------------------------------
                0.00    0.00       3/149         preserve_session [119]
                0.00    0.00       4/149         tship::load(char const*) [245]
                0.00    0.00      10/149         tfloor::load(char*, char*) [207]
                0.00    0.00      36/149         init_scores [108]
                0.00    0.00      96/149         console_message_add [80]
[77]     0.0    0.00    0.00     149         strncpy2 [77]
-----------------------------------------------
                0.00    0.00       1/106         load_flr_xpms [112]
                0.00    0.00       1/106         play_music [118]
                0.00    0.00       2/106         create_filepaths [99]
                0.00    0.00       3/106         load_fleet_table [111]
                0.00    0.00      11/106         load_png [91]
                0.00    0.00      13/106         rel_to_abs_filepath_fleet [89]
                0.00    0.00      32/106         load_fx_sub [85]
                0.00    0.00      43/106         load_xpm [82]
[78]     0.0    0.00    0.00     106         concat_filepaths [78]
-----------------------------------------------
                0.00    0.00      14/104         tdroid_719::detect_avoid_condition() [174]
                0.00    0.00      90/104         tlaser::init(tfloor*, tentity**, float, float, int, int, tentity*) [185]
[79]     0.0    0.00    0.00     104         atan3f [79]
-----------------------------------------------
                0.00    0.00       2/96          tparadroid::display_nd() [239]
                0.00    0.00       2/96          tship::load(char const*) [245]
                0.00    0.00       4/96          tparadroid::bg_calc() [47]
                0.00    0.00       4/96          tparadroid::capture_droid(int, int) [218]
                0.00    0.00       4/96          tship::level_bg_calc() [24]
                0.00    0.00      16/96          tdroid::display_nd() [201]
                0.00    0.00      64/96          tdroid::hit(tlaser*) [35]
[80]     0.0    0.00    0.00      96         console_message_add [80]
                0.00    0.00      96/2031        alloc_mem [71]
                0.00    0.00      96/149         strncpy2 [77]
-----------------------------------------------
                0.00    0.00       1/88          load_flr_xpms [112]
                0.00    0.00       1/88          play_music [118]
                0.00    0.00      11/88          load_png [91]
                0.00    0.00      32/88          load_fx_sub [85]
                0.00    0.00      43/88          load_xpm [82]
[81]     0.0    0.00    0.00      88         rel_to_abs_filepath [81]
-----------------------------------------------
                0.00    0.00       1/43          load_font [113]
                0.00    0.00       7/43          load_bm_ani [92]
                0.00    0.00      35/43          load_bm [84]
[82]     0.0    0.00    0.00      43         load_xpm [82]
                0.00    0.00    3571/3571        read_ln [68]
                0.00    0.00      86/2031        alloc_mem [71]
                0.00    0.00      43/106         concat_filepaths [78]
                0.00    0.00      43/88          rel_to_abs_filepath [81]
-----------------------------------------------
                0.00    0.00       2/41          tship::load(char const*) [245]
                0.00    0.00      10/41          load_ship_table [115]
                0.00    0.00      29/41          load_fleet_table [111]
[83]     0.0    0.00    0.00      41         strip_leading_whitespace [83]
-----------------------------------------------
                0.00    0.00       2/35          tship::load(char const*) [245]
                0.00    0.00       5/35          load_sprite_xpms [116]
                0.00    0.00      28/35          load_flr_xpms [112]
[84]     0.0    0.00    0.00      35         load_bm [84]
                0.00    0.00      35/43          load_xpm [82]
                0.00    0.00      35/234         convert_2_tex [75]
-----------------------------------------------
                0.00    0.00       1/34          stop_music [98]
                0.00    0.00       1/34          sound_process_fg [10]
                0.00    0.00       1/34          init(int, char**) [278]
                0.00    0.00      31/34          init_sound [109]
[85]     0.0    0.00    0.00      34         load_fx_sub [85]
                0.00    0.00      32/106         concat_filepaths [78]
                0.00    0.00      32/88          rel_to_abs_filepath [81]
                0.00    0.00      32/2031        alloc_mem [71]
-----------------------------------------------
                0.00    0.00      30/30          fleet_select_draw() [48]
[86]     0.0    0.00    0.00      30         blit_bm_scale [86]
-----------------------------------------------
                0.00    0.00      28/28          load_flr_xpms [112]
[87]     0.0    0.00    0.00      28         realloc_mem [87]
-----------------------------------------------
                0.00    0.00      19/19          tentity::colision_doors() [45]
[88]     0.0    0.00    0.00      19         calc_norm_accel [88]
-----------------------------------------------
                0.00    0.00       1/13          load_ship_table [115]
                0.00    0.00       2/13          tship::load(char const*) [245]
                0.00    0.00      10/13          tship::create_floor(char*) [204]
[89]     0.0    0.00    0.00      13         rel_to_abs_filepath_fleet [89]
                0.00    0.00      13/106         concat_filepaths [78]
-----------------------------------------------
                0.00    0.00       1/11          load_fleet_logos [110]
                0.00    0.00       1/11          init(int, char**) [278]
                0.00    0.00       9/11          load_sprite_xpms [116]
[90]     0.0    0.00    0.00      11         load_bm_png [90]
                0.00    0.00      11/11          load_png [91]
                0.00    0.00      11/234         convert_2_tex [75]
-----------------------------------------------
                0.00    0.00      11/11          load_bm_png [90]
[91]     0.0    0.00    0.00      11         load_png [91]
                0.00    0.00    1218/2031        alloc_mem [71]
                0.00    0.00      11/106         concat_filepaths [78]
                0.00    0.00      11/88          rel_to_abs_filepath [81]
-----------------------------------------------
                0.00    0.00       7/7           load_sprite_xpms [116]
[92]     0.0    0.00    0.00       7         load_bm_ani [92]
                0.00    0.00      60/234         convert_2_tex [75]
                0.00    0.00       7/43          load_xpm [82]
                0.00    0.00       7/2031        alloc_mem [71]
-----------------------------------------------
                0.00    0.00       1/5           save_scores [120]
                0.00    0.00       1/5           preserve_session [119]
                0.00    0.00       1/5           load_preserved_session [114]
                0.00    0.00       1/5           game_term_draw() [52]
                0.00    0.00       1/5           init(int, char**) [278]
[93]     0.0    0.00    0.00       5         lclose [93]
-----------------------------------------------
                0.00    0.00       1/5           save_scores [120]
                0.00    0.00       1/5           preserve_session [119]
                0.00    0.00       1/5           load_preserved_session [114]
                0.00    0.00       2/5           load_scores [97]
[94]     0.0    0.00    0.00       5         lopen [94]
-----------------------------------------------
                0.00    0.00       4/4           init(int, char**) [278]
[95]     0.0    0.00    0.00       4         ramp_colour [95]
-----------------------------------------------
                0.00    0.00       2/2           tship::unload() [246]
[96]     0.0    0.00    0.00       2         delete_tex [96]
-----------------------------------------------
                0.00    0.00       1/2           save_scores [120]
                0.00    0.00       1/2           init(int, char**) [278]
[97]     0.0    0.00    0.00       2         load_scores [97]
                0.00    0.00       2/5           lopen [94]
-----------------------------------------------
                0.00    0.00       2/2           sound_process_fg [10]
[98]     0.0    0.00    0.00       2         stop_music [98]
                0.00    0.00       1/34          load_fx_sub [85]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[99]     0.0    0.00    0.00       1         create_filepaths [99]
                0.00    0.00       2/106         concat_filepaths [78]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[100]    0.0    0.00    0.00       1         dump_scores [100]
-----------------------------------------------
                0.00    0.00       1/1           game_term_draw() [52]
[101]    0.0    0.00    0.00       1         end_game [101]
                0.00    0.00       1/1           free_textures [103]
                0.00    0.00       1/1           shutdown_sound [122]
-----------------------------------------------
                0.00    0.00       1/1           reset_game() [250]
[102]    0.0    0.00    0.00       1         free_ship_table [102]
-----------------------------------------------
                0.00    0.00       1/1           end_game [101]
[103]    0.0    0.00    0.00       1         free_textures [103]
-----------------------------------------------
                0.00    0.00       1/1           preserve_session [119]
[104]    0.0    0.00    0.00       1         get_score_time [104]
-----------------------------------------------
                0.00    0.00       1/1           preserve_session [119]
[105]    0.0    0.00    0.00       1         get_score_username [105]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[106]    0.0    0.00    0.00       1         init_background_timer [106]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[107]    0.0    0.00    0.00       1         init_kb_event [107]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[108]    0.0    0.00    0.00       1         init_scores [108]
                0.00    0.00      36/149         strncpy2 [77]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[109]    0.0    0.00    0.00       1         init_sound [109]
                0.00    0.00      31/34          load_fx_sub [85]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[110]    0.0    0.00    0.00       1         load_fleet_logos [110]
                0.00    0.00       1/11          load_bm_png [90]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[111]    0.0    0.00    0.00       1         load_fleet_table [111]
                0.00    0.00      29/41          strip_leading_whitespace [83]
                0.00    0.00       3/106         concat_filepaths [78]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[112]    0.0    0.00    0.00       1         load_flr_xpms [112]
                0.00    0.00      28/28          realloc_mem [87]
                0.00    0.00      28/35          load_bm [84]
                0.00    0.00       1/106         concat_filepaths [78]
                0.00    0.00       1/88          rel_to_abs_filepath [81]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[113]    0.0    0.00    0.00       1         load_font [113]
                0.00    0.00     128/2031        alloc_mem [71]
                0.00    0.00     128/234         convert_2_tex [75]
                0.00    0.00       1/43          load_xpm [82]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[114]    0.0    0.00    0.00       1         load_preserved_session [114]
                0.00    0.00       1/5           lopen [94]
                0.00    0.00       1/2031        alloc_mem [71]
                0.00    0.00       1/5           lclose [93]
-----------------------------------------------
                0.00    0.00       1/1           reset_game() [250]
[115]    0.0    0.00    0.00       1         load_ship_table [115]
                0.00    0.00      10/41          strip_leading_whitespace [83]
                0.00    0.00       1/13          rel_to_abs_filepath_fleet [89]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[116]    0.0    0.00    0.00       1         load_sprite_xpms [116]
                0.00    0.00       9/11          load_bm_png [90]
                0.00    0.00       7/7           load_bm_ani [92]
                0.00    0.00       5/35          load_bm [84]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[117]    0.0    0.00    0.00       1         opengl_init [117]
-----------------------------------------------
                0.00    0.00       1/1           sound_process_fg [10]
[118]    0.0    0.00    0.00       1         play_music [118]
                0.00    0.00       4/291         read_ogg_file [74]
                0.00    0.00       1/106         concat_filepaths [78]
                0.00    0.00       1/88          rel_to_abs_filepath [81]
-----------------------------------------------
                0.00    0.00       1/1           game_run_draw() [4]
[119]    0.0    0.00    0.00       1         preserve_session [119]
                0.00    0.00       3/149         strncpy2 [77]
                0.00    0.00       1/5           lopen [94]
                0.00    0.00       1/1           get_score_username [105]
                0.00    0.00       1/1           get_score_time [104]
                0.00    0.00       1/5           lclose [93]
-----------------------------------------------
                0.00    0.00       1/1           game_term_draw() [52]
[120]    0.0    0.00    0.00       1         save_scores [120]
                0.00    0.00       1/5           lclose [93]
                0.00    0.00       1/2           load_scores [97]
                0.00    0.00       1/5           lopen [94]
-----------------------------------------------
                0.00    0.00       1/1           game_noise_calc() [271]
[121]    0.0    0.00    0.00       1         shake_reset [121]
-----------------------------------------------
                0.00    0.00       1/1           end_game [101]
[122]    0.0    0.00    0.00       1         shutdown_sound [122]
-----------------------------------------------
                0.00    0.00       1/1           fleet_select_draw() [48]
[123]    0.0    0.00    0.00       1         test_mouse_pos [123]
-----------------------------------------------
                0.00    0.00   81266/81266       tdroid::snap_shot() [157]
[156]    0.0    0.00    0.00   81266         tentity::snap_shot() [156]
-----------------------------------------------
                0.00    0.00   78737/78737       tship::play_draw() [6]
[157]    0.0    0.00    0.00   78737         tdroid::snap_shot() [157]
                0.00    0.00   81266/81266       tentity::snap_shot() [156]
-----------------------------------------------
                0.00    0.00   36702/36702       tdroid_108::bg_calc() [159]
[158]    0.0    0.00    0.00   36702         tdroid_108::block_detect() [158]
-----------------------------------------------
                0.00    0.00   10861/36702       tdroid_513::bg_calc() [39]
                0.00    0.00   25841/36702       tship::level_bg_calc() [24]
[159]    0.0    0.00    0.00   36702         tdroid_108::bg_calc() [159]
                0.00    0.00   36702/36702       tdroid_108::block_detect() [158]
                0.00    0.00   12783/12783       tdroid_108::set_dir_vect(float, float) [164]
                0.00    0.00    7452/10411       tdroid::friction() [166]
-----------------------------------------------
                0.00    0.00   26545/26545       tfloor::draw() [11]
[160]    0.0    0.00    0.00   26545         tpower_bay::draw(int, int) [160]
-----------------------------------------------
